state_dist,electionyear,cong,name,republican,rep_twoparty_pres,rep_voteshare,cvp
"CT_2",2004,109,"SIMMONS",1,.42651,.5421505,-.0489556
"CT_2",2006,110,"COURTNEY",0,.42651,.4998288,-.0660543
"CT_2",2008,111,"COURTNEY",0,.42651,.330176,-.0455471
"CT_2",2010,112,"COURTNEY",0,.42651,.3930301,-.621399
"CT_3",2002,108,"DELAURO",0,.3961039,.3105652,-.445154
"CT_3",2004,109,"DELAURO",0,.3961039,.2563399,-.4375746
"CT_3",2006,110,"DELAURO",0,.3961039,.2278284,-.0786073
"CT_3",2008,111,"DELAURO",0,.3961039,.2028813,-.0571138
"CT_3",2010,112,"DELAURO",0,.3961039,.3404526,-.6584992
"CT_4",2002,108,"SHAYS",1,.4346939,.644307,-.0484676
"CT_4",2004,109,"SHAYS",1,.4346939,.5243444,-.0903295
"CT_4",2006,110,"SHAYS",1,.4346939,.5171392,.3255113
"CT_4",2008,111,"HIMES",0,.4346939,.4809697,-.0028097
"CT_4",2010,112,"HIMES",0,.4346939,.4693602,-.6001541
"CT_5",2002,108,"JOHNSON",1,.4642857,.5563302,-.0155255
"CT_5",2004,109,"JOHNSON",1,.4642857,.6103168,-.0154245
"CT_5",2006,110,"MURPHY",0,.4642857,.4472619,-.0629935
"CT_5",2008,111,"MURPHY",0,.4642857,.396695,-.0443629
"CT_5",2010,112,"MURPHY",0,.4642857,.4593521,-.6235002
"DE_1",2002,108,"CASTLE",1,.4191919,.7295803,-.0316578
"DE_1",2004,109,"CASTLE",1,.4191919,.6994269,-.0116667
"DE_1",2006,110,"CASTLE",1,.4191919,.5959406,.3466677
"DE_1",2008,111,"CASTLE",1,.4191919,.6165354,.2946433
"DE_1",2010,112,"CARNEY",0,.4191919,.4195595,-.5735999
"FL_1",2002,108,"MILLER",1,.6983839,.7459911,.1289802
"FL_1",2004,109,"MILLER",1,.6983839,.7654362,.1372942
"FL_1",2006,110,"MILLER",1,.6983839,.6853517,.5726334
"FL_1",2008,111,"MILLER",1,.6983839,.7018403,.4431459
"FL_1",2010,112,"MILLER",1,.6983839,1,.0950024
"FL_10",2002,108,"YOUNG",1,.4947959,1,.0517556
"FL_10",2004,109,"YOUNG",1,.4947959,.6932802,.0668311
"FL_10",2006,110,"YOUNG",1,.4947959,.6592926,.4455602
"FL_10",2008,111,"YOUNG",1,.4947959,.6068205,.3356383
"FL_10",2010,112,"YOUNG",1,.4947959,.6592069,.0133006
"FL_11",2002,108,"DAVIS",0,.3737374,0,-.3746323
"FL_11",2004,109,"DAVIS",0,.3737374,0,-.3938323
"FL_11",2006,110,"CASTOR",0,.3737374,.3034075,-.076934
"FL_11",2008,111,"CASTOR",0,.3737374,.2834418,-.0613417
"FL_11",2010,112,"CASTOR",0,.3737374,.4036501,-.6368194
"FL_12",2002,108,"PUTNAM",1,.5425253,1,.0705863
"FL_12",2004,109,"PUTNAM",1,.5425253,.6488925,.0911628
"FL_12",2006,110,"PUTNAM",1,.5425253,1,.5165609
"FL_12",2008,111,"PUTNAM",1,.5425253,.5746264,.3605826
"FL_12",2010,112,"ROSS",1,.5425253,.5392051,.095543
"FL_13",2002,108,"HARRIS",1,.5426263,.5478926,.0708787
"FL_13",2004,109,"HARRIS",1,.5426263,.5530081,.0921061
"FL_13",2006,110,"BUCHANAN",1,.5426263,.5007744,.4448178
"FL_13",2008,111,"BUCHANAN",1,.5426263,.596999,.3368022
"FL_13",2010,112,"BUCHANAN",1,.5426263,.6886009,.0495644
"FL_14",2002,108,"GOSS",1,.5978788,1,.0529029
"FL_14",2004,109,"MACK",1,.5978788,.6759291,.0992554
"FL_14",2006,110,"MACK",1,.5978788,.6437048,.5443343
"FL_14",2008,111,"MACK",1,.5978788,.7058694,.4327981
"FL_14",2010,112,"MACK",1,.5978788,.7164905,.1001591
"FL_15",2002,108,"WELDON",1,.5425757,.6315113,.0767527
"FL_15",2004,109,"WELDON",1,.5425757,.653529,.0984755
"FL_15",2006,110,"WELDON",1,.5425757,.5628488,.5272764
"FL_15",2008,111,"POSEY",1,.5425757,.5584129,.3697478
"FL_15",2010,112,"POSEY",1,.5425757,.647284,.074188
"FL_16",2002,108,"FOLEY",1,.5326263,1,.0402283
"FL_16",2004,109,"FOLEY",1,.5326263,.6804173,.0370462
"FL_16",2006,110,"MAHONEY",0,.5326263,.4902815,-.0050557
"FL_16",2008,111,"ROONEY",1,.5326263,.6009328,.3938673
"FL_16",2010,112,"ROONEY",1,.5326263,.6689075,.0710119
"FL_17",2002,108,"MEEK",0,.1456061,0,-.4076889
"FL_17",2004,109,"MEEK",0,.1456061,0,-.3891229
"FL_17",2006,110,"MEEK",0,.1456061,0,-.0717346
"FL_17",2008,111,"MEEK",0,.1456061,0,-.0495268
"FL_17",2010,112,"WILSON",0,.1456061,0,-.6414865
"FL_18",2002,108,"ROS-LEHT",1,.515,.7072231,.0396514
"FL_18",2004,109,"ROS-LEHT",1,.515,.6472685,.0477449
"FL_18",2006,110,"ROS-LEHT",1,.515,.6214859,.3659195
"FL_18",2008,111,"ROS-LEHT",1,.515,.578697,.2924222
"FL_18",2010,112,"ROS-LEHT",1,.515,.6888523,-.0073638
"FL_19",2002,108,"WEXLER",0,.3417172,.2784085,-.4274702
"FL_19",2004,109,"WEXLER",0,.3417172,0,-.4296768
"FL_19",2006,110,"WEXLER",0,.3417172,0,-.0818842
"FL_19",2010,112,"DEUTCH",0,.3417172,.3734413,-.6543735
"FL_2",2002,108,"BOYD",0,.5427272,.3309678,-.279222
"FL_2",2004,109,"BOYD",0,.5427272,.3835113,-.2749656
"FL_2",2006,110,"BOYD",0,.5427272,0,-.0298386
"FL_2",2008,111,"BOYD",0,.5427272,.3809279,-.0130364
"FL_2",2010,112,"SOUTHERLA",1,.5427272,.5644916,.0916624
"FL_20",2002,108,"DEUTSCH",0,.3618182,0,-.3940758
"FL_20",2004,109,"WASSERMA",0,.3618182,.29813,-.422015
"FL_20",2006,110,"WASSERMA",0,.3618182,0,-.0807563
"FL_20",2008,111,"WASSERMA",0,.3618182,0,-.0607274
"FL_20",2010,112,"WASSERMA",0,.3618182,.3878043,-.6382025
"FL_21",2002,108,"DIAZ-BAL",1,.54,1,.0425529
"FL_21",2004,109,"DIAZ-BAL",1,.54,1,.055506
"FL_21",2006,110,"DIAZ-BAL",1,.54,.594661,.408553
"FL_21",2008,111,"DIAZ-BAL",1,.54,.5790077,.2990889
"FL_21",2010,112,"DIAZ-BAL",1,.54,1,.0002598
"FL_22",2002,108,"SHAW",1,.48,.6130719,.0406733
"FL_22",2004,109,"SHAW",1,.48,.6401464,.0602816
"FL_22",2006,110,"KLEIN",0,.48,.4808336,-.0496066
"FL_22",2008,111,"KLEIN",0,.48,.4531983,-.0380956
"FL_22",2010,112,"WEST",1,.48,.5436363,.0630268
"FL_23",2002,108,"HASTINGS",0,.205,.2250891,-.4595713
"FL_23",2004,109,"HASTINGS",0,.205,0,-.4545006
"FL_23",2006,110,"HASTINGS",0,.205,0,-.0873298
"FL_23",2008,111,"HASTINGS",0,.205,.1780174,-.0619842
"FL_23",2010,112,"HASTINGS",0,.205,.2088394,-.6621482
"FL_24",2004,109,"FEENEY",1,.53,1,.1457415
"FL_24",2006,110,"FEENEY",1,.53,.5794073,.5642188
"FL_24",2008,111,"KOSMAS",0,.53,.418186,.0040084
"FL_24",2010,112,"ADAMS",1,.53,.5966495,.081672
"FL_25",2004,109,"DIAZ-BALA",1,.5325253,1,.082968
"FL_25",2006,110,"DIAZ-BALA",1,.5325253,.5846555,.4151322
"FL_25",2008,111,"DIAZ-BALA",1,.5325253,.5305438,.3108783
"FL_25",2010,112,"RIVERA",1,.5325253,.5504459,.0182352
"FL_3",2002,108,"BROWN",0,.3063132,.4071269,-.4342531
"FL_3",2004,109,"BROWN",0,.3063132,0,-.4282204
"FL_3",2006,110,"BROWN",0,.3063132,0,-.0826076
"FL_3",2008,111,"BROWN",0,.3063132,0,-.0654436
"FL_3",2010,112,"BROWN",0,.3063132,.3496252,-.6283886
"FL_4",2002,108,"CRENSHAW",1,.6530808,1,.0575088
"FL_4",2004,109,"CRENSHAW",1,.6530808,1,.0841081
"FL_4",2006,110,"CRENSHAW",1,.6530808,.6967311,.4708678
"FL_4",2008,111,"CRENSHAW",1,.6530808,.6525469,.3530331
"FL_4",2010,112,"CRENSHAW",1,.6530808,1,.0240588
"FL_5",2002,108,"BROWN-WAI",1,.5757576,.5088423,.0682882
"FL_5",2004,109,"BROWN-WAI",1,.5757576,.6593818,.0813796
"FL_5",2006,110,"BROWN-WAI",1,.5757576,.5985003,.4637077
"FL_5",2008,111,"BROWN-WAI",1,.5757576,.6115462,.34966
"FL_5",2010,112,"NUGENT",1,.5757576,.6743081,.0737155
"FL_6",2002,108,"STEARNS",1,.5878283,.6535528,.0959544
"FL_6",2004,109,"STEARNS",1,.5878283,.6440697,.1222064
"FL_6",2006,110,"STEARNS",1,.5878283,.5987884,.5385982
"FL_6",2008,111,"STEARNS",1,.5878283,.6088752,.4190976
"FL_6",2010,112,"STEARNS",1,.5878283,1,.0782525
"FL_7",2002,108,"MICA",1,.5526768,.5957769,.06812
"FL_7",2004,109,"MICA",1,.5526768,1,.1090707
"FL_7",2006,110,"MICA",1,.5526768,.6308211,.5206617
"FL_7",2008,111,"MICA",1,.5526768,.6200336,.3862346
"FL_7",2010,112,"MICA",1,.5526768,.690311,.0717606
"FL_8",2002,108,"KELLER",1,.51,.6513692,.0856189
"FL_8",2004,109,"KELLER",1,.51,.6052253,.1050154
"FL_8",2006,110,"KELLER",1,.51,.5358075,.497344
"FL_8",2008,111,"GRAYSON",0,.51,.4798943,-.0536088
"FL_8",2010,112,"WEBSTER",1,.51,.5948699,.064168
"FL_9",2002,108,"BILIRAKI",1,.5476263,.7146612,.0664675
"FL_9",2004,109,"BILIRAKI",1,.5476263,1,.0820749
"FL_9",2006,110,"BILIRAKI",1,.5476263,.5591789,.4647672
"FL_9",2008,111,"BILIRAKI",1,.5476263,.6315767,.3640172
"FL_9",2010,112,"BILIRAKI",1,.5476263,.7143326,.0507465
"GA_1",2002,108,"KINGSTON",1,.6481818,.7214361,.098025
"GA_1",2004,109,"KINGSTON",1,.6481818,1,.1134429
"GA_1",2006,110,"KINGSTON",1,.6481818,.685001,.5427223
"GA_1",2008,111,"KINGSTON",1,.6481818,.6653324,.4479989
"GA_1",2010,112,"KINGSTON",1,.6481818,.7162883,.0767158
"GA_10",2002,108,"DEAL",1,.6330808,1,.1155516
"GA_10",2004,109,"DEAL",1,.6330808,1,.1496825
"GA_10",2008,111,"BROUN",1,.6330808,.6072736,.5225614
"GA_10",2010,112,"BROUN",1,.6330808,.6735816,.1073656
"GA_11",2002,108,"GINGREY",1,.6883333,.5164393,.0896546
"GA_11",2004,109,"GINGREY",1,.6883333,.5739584,.1181403
"GA_11",2006,110,"GINGREY",1,.6883333,.7106395,.5731347
"GA_11",2008,111,"GINGREY",1,.6883333,.6818598,.4316943
"GA_11",2010,112,"GINGREY",1,.6883333,1,.0912032
"GA_12",2004,109,"BARROW",0,.479798,.4818856,-.2805436
"GA_12",2006,110,"BARROW",0,.479798,.4969671,.0770728
"GA_12",2008,111,"BARROW",0,.479798,.3399964,-.0020626
"GA_12",2010,112,"BARROW",0,.479798,.434145,-.3476878
"GA_13",2004,109,"SCOTT",0,.3414141,0,-.3354869
"GA_13",2006,110,"SCOTT",0,.3414141,.3076168,-.0596325
"GA_13",2008,111,"SCOTT",0,.3414141,.3095504,-.0494271
"GA_13",2010,112,"SCOTT",0,.3414141,.3056986,-.6028049
"GA_2",2002,108,"BISHOP",0,.48,0,-.3297583
"GA_2",2004,109,"BISHOP",0,.48,.3321447,-.2926342
"GA_2",2006,110,"BISHOP",0,.48,.3212686,-.0606607
"GA_2",2008,111,"BISHOP",0,.48,.3105106,-.0423636
"GA_2",2010,112,"BISHOP",0,.48,.485591,-.4850147
"GA_3",2002,108,"MARSHALL",0,.6767677,.4948814,-.2855769
"GA_3",2004,109,"MARSHALL",0,.6767677,.3711677,-.2544656
"GA_3",2006,110,"WESTMORE",1,.6767677,.6764973,.5949029
"GA_3",2008,111,"WESTMORE",1,.6767677,.6569472,.4703473
"GA_3",2010,112,"WESTMORE",1,.6767677,.6947935,.1082504
"GA_4",2002,108,"MAJETTE",0,.2464141,.2297076,-.4079715
"GA_4",2004,109,"MCKINNEY",0,.2464141,.3624286,-.4801114
"GA_4",2006,110,"JOHNSON",0,.2464141,.2464253,-.0795026
"GA_4",2008,111,"JOHNSON",0,.2464141,0,-.0579477
"GA_4",2010,112,"JOHNSON",0,.2464141,.2533448,-.6601921
"GA_5",2002,108,"LEWIS",0,.2310101,0,-.4831991
"GA_5",2004,109,"LEWIS",0,.2310101,0,-.475629
"GA_5",2006,110,"LEWIS",0,.2310101,0,-.0896649
"GA_5",2008,111,"LEWIS",0,.2310101,0,-.0657465
"GA_5",2010,112,"LEWIS",0,.2310101,.2628013,-.6937883
"GA_6",2002,108,"ISAKSON",1,.6666667,.7987388,.0975271
"GA_6",2004,109,"PRICE",1,.6666667,1,.1338032
"GA_6",2006,110,"PRICE",1,.6666667,.7238779,.5707008
"GA_6",2008,111,"PRICE",1,.6666667,.6848266,.4691213
"GA_6",2010,112,"PRICE",1,.6666667,1,.1051645
"GA_7",2002,108,"LINDER",1,.6530303,.7892131,.087184
"GA_7",2004,109,"LINDER",1,.6530303,1,.1415444
"GA_7",2006,110,"LINDER",1,.6530303,.7091313,.5711125
"GA_7",2008,111,"LINDER",1,.6530303,.6202843,.4493398
"GA_7",2010,112,"WOODALL",1,.6530303,.6707046,.0860296
"GA_8",2002,108,"COLLINS",1,.5878283,.7833087,.1142441
"GA_8",2004,109,"WESTMORE",1,.5878283,.7555021,.1560596
"GA_8",2006,110,"MARSHALL",0,.5878283,.4945102,.0564321
"GA_8",2008,111,"MARSHALL",0,.5878283,.427563,.0519733
"GA_8",2010,112,"SCOTT",1,.5878283,.5269716,.097828
"GA_9",2002,108,"NORWOOD",1,.7637879,.7284257,.1082018
"GA_9",2004,109,"NORWOOD",1,.7637879,.7429439,.1545975
"GA_9",2006,110,"DEAL",1,.7637879,.7663243,.5886245
"GA_9",2010,112,"GRAVES",1,.7637879,1,.109358
"HI_1",2002,108,"ABERCROM",0,.3778571,.2548428,-.4207583
"HI_1",2004,109,"ABERCROM",0,.3778571,.3504683,-.4200978
"HI_1",2006,110,"ABERCROM",0,.3778571,.3064609,-.075381
"HI_1",2010,112,"HANABUSA",0,.3778571,.4677236,-.6261533
"HI_2",2002,108,"CASE",0,.347551,.4158311,-.3485953
"HI_2",2004,109,"CASE",0,.347551,.372298,-.3342528
"HI_2",2006,110,"HIRONO",0,.347551,.3896317,-.0833307
"HI_2",2008,111,"HIRONO",0,.347551,.2113735,-.0707103
"HI_2",2010,112,"HIRONO",0,.347551,.2596841,-.672105
"IA_1",2002,108,"NUSSLE",1,.4393939,.5726848,.0565873
"IA_1",2004,109,"NUSSLE",1,.4393939,.5604292,.0847974
"IA_1",2006,110,"BRALEY",0,.4393939,.4397381,-.062448
"IA_1",2008,111,"BRALEY",0,.4393939,.3539336,-.062208
"IA_1",2010,112,"BRALEY",0,.4393939,.4897164,-.6351236
"IA_2",2002,108,"LEACH",1,.4160998,.5329305,-.1057369
"IA_2",2004,109,"LEACH",1,.4160998,.6007841,-.0925371
"IA_2",2006,110,"LOEBSACK",0,.4160998,.48573,-.0690413
"IA_2",2008,111,"LOEBSACK",0,.4160998,.4040123,-.0483611
"IA_2",2010,112,"LOEBSACK",0,.4160998,.473837,-.5887049
"IA_3",2002,108,"BOSWELL",0,.4744898,.4574845,-.3437965
"IA_3",2004,109,"BOSWELL",0,.4744898,.447538,-.3326186
"IA_3",2006,110,"BOSWELL",0,.4744898,.4725569,-.0504252
"IA_3",2008,111,"BOSWELL",0,.4744898,.4275693,-.0404292
"IA_3",2010,112,"BOSWELL",0,.4744898,.4781649,-.5358871
"IA_4",2002,108,"LATHAM",1,.4871676,.5597583,.0345435
"IA_4",2004,109,"LATHAM",1,.4871676,.6095657,.0740924
"IA_4",2006,110,"LATHAM",1,.4871676,.5721152,.4395287
"IA_4",2008,111,"LATHAM",1,.4871676,.6056681,.3355849
"IA_4",2010,112,"LATHAM",1,.4871676,.6725256,-.004346
"IA_5",2002,108,"KING",1,.5785405,.6219153,.1080595
"IA_5",2004,109,"KING",1,.5785405,.6333421,.1480637
"IA_5",2006,110,"KING",1,.5785405,.6219332,.5788831
"IA_5",2008,111,"KING",1,.5785405,.6154861,.4737342
"IA_5",2010,112,"KING",1,.5785405,.6702224,.0698078
"ID_1",2002,108,"OTTER",1,.6648114,.6006756,.079493
"ID_1",2004,109,"OTTER",1,.6648114,.6954777,.1027197
"ID_1",2006,110,"SALI",1,.6648114,.527091,.5682657
"ID_1",2008,111,"MINNICK",0,.6648114,.4939425,.2269921
"ID_1",2010,112,"LABRADOR",1,.6648114,.5527574,.0774072
"ID_2",2002,108,"SIMPSON",1,.6629179,.7012577,.0550499
"ID_2",2004,109,"SIMPSON",1,.6629179,.7073697,.0783934
"ID_2",2006,110,"SIMPSON",1,.6629179,.6429756,.4246993
"ID_2",2008,111,"SIMPSON",1,.6629179,.710421,.3473015
"ID_2",2010,112,"SIMPSON",1,.6629179,.738214,.0132703
"IL_1",2002,108,"RUSH",0,.15,.1664914,-.4519596
"IL_1",2004,109,"RUSH",0,.15,.1513909,-.437347
"IL_1",2006,110,"RUSH",0,.15,.159402,-.0932542
"IL_1",2008,111,"RUSH",0,.15,.1413465,-.0614768
"IL_1",2010,112,"RUSH",0,.15,.1648772,-.6781225
"IL_10",2002,108,"KIRK",1,.4269192,.6880869,.0055626
"IL_10",2004,109,"KIRK",1,.4269192,.6414382,-.0025935
"IL_10",2006,110,"KIRK",1,.4269192,.533755,.3446122
"IL_10",2008,111,"KIRK",1,.4269192,.525589,.3255831
"IL_10",2010,112,"DOLD",1,.4269192,.5108047,-.0839946
"IL_11",2002,108,"WELLER",1,.4972686,.6431986,.0286912
"IL_11",2004,109,"WELLER",1,.4972686,.5867134,.0569991
"IL_11",2006,110,"WELLER",1,.4972686,.550954,.4204514
"IL_11",2008,111,"HALVORSON",0,.4972686,.3712254,.0075829
"IL_11",2010,112,"KINZINGER",1,.4972686,.5734897,.0159663
"IL_12",2002,108,"COSTELLO",0,.4644898,.3075466,-.3615932
"IL_12",2004,109,"COSTELLO",0,.4644898,.2935566,-.3703651
"IL_12",2006,110,"COSTELLO",0,.4644898,0,-.050428
"IL_12",2008,111,"COSTELLO",0,.4644898,.2589244,-.0296575
"IL_12",2010,112,"COSTELLO",0,.4644898,.3791049,-.5177857
"IL_13",2002,108,"BIGGERT",1,.5022727,.7025955,.0255512
"IL_13",2004,109,"BIGGERT",1,.5022727,.6511358,.0435087
"IL_13",2006,110,"BIGGERT",1,.5022727,.583354,.4428603
"IL_13",2008,111,"BIGGERT",1,.5022727,.5509536,.3184582
"IL_13",2010,112,"BIGGERT",1,.5022727,.6381028,-.0134928
"IL_14",2002,108,"HASTERT",1,.5,.7413675,.2081916
"IL_14",2004,109,"HASTERT",1,.5,.6860971,.2012829
"IL_14",2008,111,"FOSTER",0,.5,.42252,.0099775
"IL_14",2010,112,"HULTGREN",1,.5,.5325192,.0737411
"IL_15",2002,108,"JOHNSON",1,.5501021,.6773787,-.0244741
"IL_15",2004,109,"JOHNSON",1,.5501021,.6105251,-.0069361
"IL_15",2006,110,"JOHNSON",1,.5501021,.5758868,.362075
"IL_15",2008,111,"JOHNSON",1,.5501021,.6418937,.3514778
"IL_15",2010,112,"JOHNSON",1,.5501021,.6432071,-.0731148
"IL_16",2002,108,"MANZULLO",1,.5073696,.7061437,.075844
"IL_16",2004,109,"MANZULLO",1,.5073696,.6908337,.1014779
"IL_16",2006,110,"MANZULLO",1,.5073696,.6643756,.5117468
"IL_16",2008,111,"MANZULLO",1,.5073696,.6278399,.4128531
"IL_16",2010,112,"MANZULLO",1,.5073696,.6768215,.0694484
"IL_17",2002,108,"EVANS",0,.45671,.3758079,-.4375744
"IL_17",2004,109,"EVANS",0,.45671,.3932394,-.4221798
"IL_17",2006,110,"HARE",0,.45671,.4282654,-.0660706
"IL_17",2008,111,"HARE",0,.45671,0,-.0589729
"IL_17",2010,112,"SCHILLING",1,.45671,.5503297,.033887
"IL_18",2002,108,"LAHOOD",1,.5451021,1,.014425
"IL_18",2004,109,"LAHOOD",1,.5451021,.7023749,.0420819
"IL_18",2006,110,"LAHOOD",1,.5451021,.6727735,.3684977
"IL_18",2008,111,"SCHOCK",1,.5451021,.6081617,.3571625
"IL_18",2010,112,"SCHOCK",1,.5451021,.7282411,.0146126
"IL_19",2002,108,"SHIMKUS",1,.5805102,.5479378,.0591083
"IL_19",2004,109,"SHIMKUS",1,.5805102,.6935767,.0796771
"IL_19",2006,110,"SHIMKUS",1,.5805102,.6071072,.4970419
"IL_19",2008,111,"SHIMKUS",1,.5805102,.6588486,.4016584
"IL_19",2010,112,"SHIMKUS",1,.5805102,.7122478,.0232934
"IL_2",2002,108,"JACKSON",0,.13,.176985,-.4668313
"IL_2",2004,109,"JACKSON",0,.13,0,-.4560086
"IL_2",2006,110,"JACKSON",0,.13,.1223147,-.0907371
"IL_2",2008,111,"JACKSON",0,.13,.1058542,-.0660831
"IL_2",2010,112,"JACKSON",0,.13,.1466052,-.6913821
"IL_3",2002,108,"LIPINSKI",0,.3817677,0,-.3411278
"IL_3",2004,109,"LIPINSKI",0,.3817677,.2572272,-.357517
"IL_3",2006,110,"LIPINSKI",0,.3817677,.2290221,-.0508422
"IL_3",2008,111,"LIPINSKI",0,.3817677,.225806,-.0217947
"IL_3",2010,112,"LIPINSKI",0,.3817677,.2584882,-.5361095
"IL_4",2002,108,"GUTIERRE",0,.1713265,.1594918,-.4658611
"IL_4",2004,109,"GUTIERRE",0,.1713265,.1291471,-.4704279
"IL_4",2006,110,"GUTIERRE",0,.1713265,.1415977,-.0946941
"IL_4",2008,111,"GUTIERRE",0,.1713265,.124649,-.0684849
"IL_4",2010,112,"GUTIERRE",0,.1713265,.15618,-.6918384
"IL_5",2002,108,"EMANUEL",0,.2963131,.3016483,-.4252688
"IL_5",2004,109,"EMANUEL",0,.2963131,.2382052,-.402427
"IL_5",2006,110,"EMANUEL",0,.2963131,.2200329,-.073395
"IL_5",2008,111,"QUIGLEY",0,.2963131,.2295981,-.0431453
"IL_5",2010,112,"QUIGLEY",0,.2963131,.2643335,-.6369632
"IL_6",2002,108,"HYDE",1,.4821717,.6509041,.0536968
"IL_6",2004,109,"HYDE",1,.4821717,.5582914,.0747119
"IL_6",2006,110,"ROSKAM",1,.4821717,.5135147,.5143517
"IL_6",2008,111,"ROSKAM",1,.4821717,.5757046,.4079978
"IL_6",2010,112,"ROSKAM",1,.4821717,.6364501,.0619755
"IL_7",2002,108,"DAVIS",0,.145,.1548896,-.4578278
"IL_7",2004,109,"DAVIS",0,.145,.1386755,-.4414043
"IL_7",2006,110,"DAVIS",0,.145,.1329556,-.0944344
"IL_7",2008,111,"DAVIS",0,.145,.1498246,-.0661417
"IL_7",2010,112,"DAVIS",0,.145,.1648358,-.6718837
"IL_8",2002,108,"CRANE",1,.4971717,.5742882,.0776041
"IL_8",2004,109,"BEAN",0,.4971717,.4830044,-.2874776
"IL_8",2006,110,"BEAN",0,.4971717,.4637082,.0128913
"IL_8",2008,111,"BEAN",0,.4971717,.3927959,.0204269
"IL_8",2010,112,"WALSH",1,.4971717,.5007401,.0885468
"IL_9",2002,108,"SCHAKOWS",0,.2926531,.2763481,-.4934887
"IL_9",2004,109,"SCHAKOWS",0,.2926531,.2425708,-.4898397
"IL_9",2006,110,"SCHAKOWS",0,.2926531,.2541315,-.0915386
"IL_9",2008,111,"SCHAKOWS",0,.2926531,.2275315,-.0687768
"IL_9",2010,112,"SCHAKOWS",0,.2926531,.3194605,-.692507
"IN_1",2002,108,"VISCLOSK",0,.4090909,.316648,-.4089867
"IN_1",2004,109,"VISCLOSK",0,.4090909,.3171428,-.3895243
"IN_1",2006,110,"VISCLOSK",0,.4090909,.278133,-.071715
"IN_1",2008,111,"VISCLOSK",0,.4090909,.2771031,-.0418947
"IN_1",2010,112,"VISCLOSK",0,.4090909,.3974537,-.6107587
"IN_2",2002,108,"CHOCOLA",1,.510101,.5243418,.0944045
"IN_2",2004,109,"CHOCOLA",1,.510101,.5487932,.1358638
"IN_2",2006,110,"DONNELLY",0,.510101,.460229,.0575229
"IN_2",2008,111,"DONNELLY",0,.510101,.3106437,.0564223
"IN_2",2010,112,"DONNELLY",0,.510101,.4929556,-.380062
"IN_3",2002,108,"SOUDER",1,.6262626,.6469754,.0656284
"IN_3",2004,109,"SOUDER",1,.6262626,.6921424,.0911081
"IN_3",2006,110,"SOUDER",1,.6262626,.5428495,.4864176
"IN_3",2010,112,"STUTZMAN",1,.6262626,.6546528,.1097042
"IN_4",2002,108,"BUYER",1,.6313131,.7318561,.0764635
"IN_4",2004,109,"BUYER",1,.6313131,.7105653,.1198308
"IN_4",2006,110,"BUYER",1,.6313131,.623765,.5221859
"IN_4",2008,111,"BUYER",1,.6313131,.5987176,.3877961
"IN_4",2010,112,"ROKITA",1,.6313131,.7229428,.0946555
"IN_5",2002,108,"BURTON",1,.6565657,.7408327,.0736837
"IN_5",2004,109,"BURTON",1,.6565657,.7345891,.1176747
"IN_5",2006,110,"BURTON",1,.6565657,.6740835,.5573856
"IN_5",2008,111,"BURTON",1,.6565657,.6554871,.4313377
"IN_5",2010,112,"BURTON",1,.6565657,.7099211,.1048116
"IN_6",2002,108,"PENCE",1,.5909091,.6496514,.116133
"IN_6",2004,109,"PENCE",1,.5909091,.6819639,.1489287
"IN_6",2006,110,"PENCE",1,.5909091,.6000999,.5827021
"IN_6",2008,111,"PENCE",1,.5909091,.6570598,.453509
"IN_6",2010,112,"PENCE",1,.5909091,.6899011,.1135131
"IN_7",2002,108,"CARSON",0,.3514141,.4538303,-.4483729
"IN_7",2004,109,"CARSON",0,.3514141,.4455835,-.4428951
"IN_7",2008,111,"CARSON",0,.3514141,.349215,-.0597668
"IN_7",2010,112,"CARSON",0,.3514141,.3909605,-.6376252
"IN_8",2002,108,"HOSTETTL",1,.5702041,.5271395,.0893311
"IN_8",2004,109,"HOSTETTL",1,.5702041,.5450284,.0972631
"IN_8",2006,110,"ELLSWORTH",0,.5702041,.3898231,.0436962
"IN_8",2008,111,"ELLSWORTH",0,.5702041,.3525982,.0494462
"IN_8",2010,112,"BUCSHON",1,.5702041,.6059145,.0596063
"IN_9",2002,108,"HILL",0,.550505,.4742007,-.352241
"IN_9",2004,109,"SODREL",1,.550505,.5025179,.0966762
"IN_9",2006,110,"HILL",0,.550505,.4763302,.048584
"IN_9",2008,111,"HILL",0,.550505,.3993539,.06866
"IN_9",2010,112,"YOUNG",1,.550505,.5531578,.0826531
"KS_1",2002,108,"MORAN",1,.7158318,1,.0446609
"KS_1",2004,109,"MORAN",1,.7158318,1,.0627198
"KS_1",2006,110,"MORAN",1,.7158318,.7975614,.4529788
"KS_1",2008,111,"MORAN",1,.7158318,.8605367,.4218461
"KS_1",2010,112,"HUELSKAMP",1,.7158318,.763519,.0917969
"KS_2",2002,108,"RYUN",1,.5816326,.6169127,.0915948
"KS_2",2004,109,"RYUN",1,.5816326,.5763324,.1308903
"KS_2",2006,110,"BOYDA",0,.5816326,.4822876,-.0149109
"KS_2",2008,111,"JENKINS",1,.5816326,.5227176,.4111906
"KS_2",2010,112,"JENKINS",1,.5816326,.6613401,.0916234
"KS_3",2002,108,"MOORE",0,.520202,.4830663,-.3552805
"KS_3",2004,109,"MOORE",0,.520202,.4415823,-.3493915
"KS_3",2006,110,"MOORE",0,.520202,.3426967,-.0527237
